,tp,tn,fp,fn,precision,recall,specificity,accuracy,f1_score,balanced_accuracy,num_feat_missing,imputed,dataset,source,scenario,random_state,metric
99,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,15,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Credit_amount', 'Duration', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Present_residence_since', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Installment_rate_in_percentage_of_disposable_income', 'Housing_own', 'Housing_rent', 'Foreign_worker_yes'] imputed",gbt_perf,German Credit,Scenario 1: standard,2024,f1 score
100,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,16,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Credit_amount', 'Duration', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Present_residence_since', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Installment_rate_in_percentage_of_disposable_income', 'Housing_own', 'Housing_rent', 'Foreign_worker_yes', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single'] imputed",gbt_perf,German Credit,Scenario 1: standard,2024,f1 score
101,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,17,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Credit_amount', 'Duration', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Present_residence_since', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Installment_rate_in_percentage_of_disposable_income', 'Housing_own', 'Housing_rent', 'Foreign_worker_yes', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident'] imputed",gbt_perf,German Credit,Scenario 1: standard,2024,f1 score
102,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,18,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Credit_amount', 'Duration', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Present_residence_since', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Installment_rate_in_percentage_of_disposable_income', 'Housing_own', 'Housing_rent', 'Foreign_worker_yes', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Number_of_existing_credits_at_this_bank'] imputed",gbt_perf,German Credit,Scenario 1: standard,2024,f1 score
103,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,19,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Credit_amount', 'Duration', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Present_residence_since', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Installment_rate_in_percentage_of_disposable_income', 'Housing_own', 'Housing_rent', 'Foreign_worker_yes', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Number_of_existing_credits_at_this_bank', 'Number_of_people_being_liable_to_provide_maintenance_for'] imputed",gbt_perf,German Credit,Scenario 1: standard,2024,f1 score
104,60,0,140,0,30.0,100.0,0.0,30.0,46.15,50.0,20,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Credit_amount', 'Duration', 'Age', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Credit_history_critical account or other credits existing', 'Credit_history_delay in paying off in the past', 'Credit_history_existing credits paid back duly till now', 'Credit_history_no credits taken or all credits paid back duly', 'Present_employment_since_from 4 to 7 years', 'Present_employment_since_greater or equal to 7 years', 'Present_employment_since_less than 1 year', 'Present_employment_since_unemployed', 'Present_residence_since', 'Savings_account_bonds_from 500 to 1000 DM', 'Savings_account_bonds_greater or equal to 1000 DM', 'Savings_account_bonds_less than 100 DM', 'Savings_account_bonds_unknown/no savings account', 'Other_installment_plans_none', 'Other_installment_plans_stores', 'Other_debtors_guarantors_guarantor', 'Other_debtors_guarantors_none', 'Property_car or other', 'Property_real estate', 'Property_unknown or no property', 'Installment_rate_in_percentage_of_disposable_income', 'Housing_own', 'Housing_rent', 'Foreign_worker_yes', 'Personal_status_and_sex_male divorced or separated', 'Personal_status_and_sex_male married or widowed', 'Personal_status_and_sex_male single', 'Job_skilled employee or official', 'Job_unemployed or unskilled - non-resident', 'Job_unskilled - resident', 'Number_of_existing_credits_at_this_bank', 'Number_of_people_being_liable_to_provide_maintenance_for', 'Telephone_yes'] imputed",gbt_perf,German Credit,Scenario 1: standard,2024,f1 score
105,41,109,31,19,56.94,68.33,77.86,75.0,62.12,73.1,0,,xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
106,43,95,45,17,48.86,71.67,67.86,69.0,58.11,69.76,1,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account'] imputed",xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
107,43,88,52,17,45.26,71.67,62.86,65.5,55.48,67.26,2,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration'] imputed",xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
108,34,104,36,26,48.57,56.67,74.29,69.0,52.31,65.48,3,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Credit_amount'] imputed",xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
109,38,105,35,22,52.05,63.33,75.0,71.5,57.14,69.17,4,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Credit_amount', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining'] imputed",xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
110,39,93,47,21,45.35,65.0,66.43,66.0,53.42,65.71,5,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Credit_amount', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since'] imputed",xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
111,36,92,48,24,42.86,60.0,65.71,64.0,50.0,62.86,6,"['Status_of_existing_checking_account_greater or equal to 200 DM or salary assignments', 'Status_of_existing_checking_account_less than 0 DM', 'Status_of_existing_checking_account_no checking account', 'Duration', 'Credit_amount', 'Purpose_car new', 'Purpose_car used', 'Purpose_domestic appliances', 'Purpose_education', 'Purpose_furniture or equipment', 'Purpose_others', 'Purpose_radio or television', 'Purpose_repairs', 'Purpose_retraining', 'Present_residence_since', 'Age'] imputed",xgb_perf,German Credit,Scenario 1: standard,2024,f1 score
